frame_count,yolo_id,track_id,x,y,color,object_type
57,7,33,894,831,blue,Player
57,8,81,1918,841,blue,Player
57,9,105,1660,829,blue,Player
57,10,34,1650,863,blue,Player
57,11,26,1578,999,blue,Player
57,12,51,1566,928,blue,Player
57,13,49,461,853,blue,Player
57,14,97,1578,946,blue,Player
57,15,97,557,961,yellow,Referee
58,0,27,1301,871,blue,Player
58,1,33,898,835,blue,Player
58,2,41,2255,966,blue,Player
58,3,31,461,955,blue,Player
58,4,24,331,1022,blue,Player
58,5,22,1577,838,blue,Player
58,6,26,1573,999,blue,Player
58,7,10,497,886,blue,Player
58,8,97,1593,931,blue,Player
58,9,81,1920,839,blue,Player
58,11,105,1666,809,blue,Player
58,12,34,1661,858,blue,Player
58,13,28,788,922,blue,Player
58,14,40,1916,819,blue,Player
58,15,51,1561,934,blue,Player
58,16,50,2547,1227,blue,Player
58,17,49,467,850,blue,Player
58,10,49,564,961,yellow,Referee
59,0,27,1301,874,blue,Player
59,1,33,901,835,blue,Player
59,2,109,334,954,blue,Player
59,3,41,2260,968,blue,Player
59,4,24,332,1021,blue,Player
59,5,34,1662,867,blue,Player
59,7,105,1667,805,blue,Player
59,8,31,461,956,blue,Player
59,9,28,793,925,blue,Player
59,10,26,1576,1003,blue,Player
59,11,51,1580,940,blue,Player
59,12,81,1924,839,blue,Player
59,13,10,501,885,blue,Player
59,14,22,1581,838,blue,Player
59,15,49,468,847,blue,Player
59,6,49,569,963,yellow,Referee
60,0,27,1309,876,blue,Player
60,1,41,2269,968,blue,Player
60,2,28,798,928,blue,Player
60,3,22,1587,840,blue,Player
60,4,109,341,987,blue,Player
60,5,81,1936,852,blue,Player
60,6,33,906,838,blue,Player
60,7,24,340,1022,blue,Player
60,8,31,468,958,blue,Player
60,9,51,1582,935,blue,Player
60,10,34,1664,868,blue,Player
60,11,105,1678,831,blue,Player
60,13,49,477,840,blue,Player
60,14,10,506,890,blue,Player
60,15,50,2570,1231,blue,Player
60,16,26,1592,1004,blue,Player
60,12,26,575,966,yellow,Referee
61,0,27,1316,877,blue,Player
61,1,24,346,1024,blue,Player
61,2,31,475,960,blue,Player
61,3,28,804,928,blue,Player
61,4,33,912,838,blue,Player
61,5,41,2280,970,blue,Player
61,6,22,1593,843,blue,Player
61,8,10,510,893,blue,Player
61,9,34,1675,868,blue,Player
61,10,51,1593,956,blue,Player
61,11,81,1946,865,blue,Player
61,12,26,1596,1007,blue,Player
61,13,49,481,842,blue,Player
61,14,105,1686,825,blue,Player
61,15,50,2590,1228,blue,Player
61,7,50,579,968,yellow,Referee
62,0,27,1319,875,blue,Player
62,1,31,478,963,blue,Player
62,2,109,349,985,blue,Player
62,3,28,808,929,blue,Player
62,4,33,916,837,blue,Player
62,5,24,348,1026,blue,Player
62,6,41,2284,970,blue,Player
62,7,81,1950,873,blue,Player
62,8,22,1600,843,blue,Player
62,9,10,514,890,blue,Player
62,10,34,1679,871,blue,Player
62,11,26,1591,1010,blue,Player
62,12,49,486,847,blue,Player
62,13,97,1614,934,blue,Player
62,14,50,2600,1232,blue,Player
62,15,51,1588,958,blue,Player
62,16,32,581,968,blue,Player
63,0,27,1324,878,blue,Player
63,1,28,816,930,blue,Player
63,2,81,1961,883,blue,Player
63,3,10,520,890,blue,Player
63,4,31,483,964,blue,Player
63,5,41,2295,973,blue,Player
63,6,109,355,964,blue,Player
63,7,33,923,837,blue,Player
63,8,22,1607,844,blue,Player
63,9,24,354,1029,blue,Player
63,10,26,1605,1013,blue,Player
63,11,34,1682,874,blue,Player
63,12,97,1609,939,blue,Player
63,14,49,489,845,blue,Player
63,15,50,2618,1245,blue,Player
63,16,105,1699,849,blue,Player
63,13,105,585,970,yellow,Referee
64,0,24,360,1033,blue,Player
64,1,81,1971,893,blue,Player
64,2,27,1330,882,blue,Player
64,3,28,822,937,blue,Player
64,4,31,488,965,blue,Player
64,5,33,929,840,blue,Player
64,6,10,524,895,blue,Player
64,7,34,1692,876,blue,Player
64,9,26,1608,1017,blue,Player
64,10,22,1617,846,blue,Player
64,11,97,1626,943,blue,Player
64,12,50,2637,1255,blue,Player
64,13,49,498,845,blue,Player
64,14,51,1603,950,blue,Player
64,15,43,493,1494,blue,Player
64,16,41,2302,976,blue,Player
64,8,41,594,970,yellow,Referee
65,0,81,1975,898,blue,Player
65,1,27,1332,882,blue,Player
65,2,28,824,934,blue,Player
65,3,31,492,967,blue,Player
65,4,41,2308,975,blue,Player
65,5,10,526,882,blue,Player
65,6,33,931,841,blue,Player
65,7,24,362,1033,blue,Player
65,8,34,1692,879,blue,Player
65,10,109,363,990,blue,Player
65,11,26,1614,1017,blue,Player
65,12,22,1617,847,blue,Player
65,13,97,1633,939,blue,Player
65,14,51,1607,957,blue,Player
65,15,50,2642,1245,blue,Player
65,16,49,499,848,blue,Player
65,17,43,495,1492,blue,Player
65,9,43,595,971,yellow,Referee
66,0,24,368,1036,blue,Player
66,1,34,1698,879,blue,Player
66,2,28,830,935,blue,Player
66,3,41,2317,977,blue,Player
66,4,81,1984,911,blue,Player
66,5,26,1622,1019,blue,Player
66,6,31,499,967,blue,Player
66,7,27,1336,882,blue,Player
66,8,10,533,895,blue,Player
66,9,50,2660,1243,blue,Player
66,11,22,1624,844,blue,Player
66,12,33,939,845,blue,Player
66,13,105,1714,848,blue,Player
66,10,105,600,973,yellow,Referee
66,10,1,600,973,yellow,Ball
67,0,10,540,898,blue,Player
67,1,33,944,845,blue,Player
67,2,34,1702,880,blue,Player
67,3,81,1991,913,blue,Player
67,4,27,1338,884,blue,Player
67,5,41,2327,979,blue,Player
67,6,28,838,937,blue,Player
67,7,31,503,971,blue,Player
67,8,24,372,1036,blue,Player
67,9,26,1627,1022,blue,Player
67,10,109,373,966,blue,Player
67,11,22,1631,849,blue,Player
67,13,51,1624,967,blue,Player
67,14,49,506,881,blue,Player
67,15,105,1719,844,blue,Player
67,16,50,2678,1261,blue,Player
67,12,50,605,973,yellow,Referee
68,0,33,949,847,blue,Player
68,1,41,2331,982,blue,Player
68,2,27,1340,885,blue,Player
68,4,81,1995,917,blue,Player
68,5,28,842,939,blue,Player
68,6,10,541,900,blue,Player
68,7,24,375,1038,blue,Player
68,8,26,1631,1022,blue,Player
68,9,34,1707,882,blue,Player
68,10,31,506,972,blue,Player
68,11,109,375,985,blue,Player
68,12,22,1634,847,blue,Player
68,13,49,510,879,blue,Player
68,14,51,1623,952,blue,Player
68,15,105,1727,851,blue,Player
68,16,50,2687,1263,blue,Player
68,3,50,607,976,yellow,Referee
69,0,41,2342,984,blue,Player
69,1,31,513,974,blue,Player
69,2,33,955,848,blue,Player
69,3,27,1343,889,blue,Player
69,4,81,1998,917,blue,Player
69,5,24,380,1039,blue,Player
69,6,28,847,941,blue,Player
69,7,10,546,897,blue,Player
69,8,34,1714,884,blue,Player
69,9,26,1637,1025,blue,Player
69,10,22,1643,853,blue,Player
69,11,105,1731,855,blue,Player
69,13,48,842,897,blue,Player
69,14,49,515,874,blue,Player
69,15,115,2002,889,blue,Player
69,16,109,381,995,blue,Player
69,17,51,1634,960,blue,Player
69,18,50,2703,1256,blue,Player
69,12,50,613,978,yellow,Referee
